ledger_version,viewer_key,wave,operational_domain,catalog_generation,grade_code,title_core,documentary_disposition,retention_class,tracking_issue,source_ready,relation_type,canonical_processing_viewer_key,is_canonical_processing_object,declared_positions,canonical_source_pages,persistent_unresolved_source_gaps,ftrl_status,ftrl_run_id,ftrl_commit,corpus_ready,ocr_available,text_verified,semantic_ready,archival_status,preservation_run_id,archive_destination_logical,interpretive_limit
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P1ES109,W11,otros_no_clasificados,1988,1,"MI LIBRO DE 1°, PARTE 2",required_ftrl_processing,,,full,direct_canonical,H1988P1ES109,1,243,242,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P1ES110,W11,otros_no_clasificados,1988,1,"MI LIBRO DE 1° RECORTABLE, PARTE 1",required_ftrl_processing,,,full,direct_canonical,H1988P1ES110,1,131,130,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P1ES111,W11,otros_no_clasificados,1988,1,"MI LIBRO DE 1°, RECORTABLE PARTE 2",required_ftrl_processing,,,full,direct_canonical,H1988P1ES111,1,115,114,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P2CI112,W11,otros_no_clasificados,1988,2,"MI LIBRO DE 2°, PARTE 2",required_ftrl_processing,,,full,direct_canonical,H1988P2CI112,1,323,322,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P2CI113,W11,otros_no_clasificados,1988,2,MI LIBRO DE 2° PARTE 1,required_ftrl_processing,,,full,direct_canonical,H1988P2CI113,1,321,320,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P2ES114,W3,espanol_lengua,1988,2,ESPAÑOL LECTURAS,required_ftrl_processing,,,full,direct_canonical,H1988P2ES114,1,145,144,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P3CI115,W4,ciencias_sociales,1988,3,CIENCIAS SOCIALES,required_ftrl_processing,,,full,direct_canonical,H1988P3CI115,1,129,128,0,validated,33033136922,455e0f21434162c4b77a0b5d52269b65512c486d,1,1,0,0,archival_complete,private_consolidation_2026-08-27,LTMD-U1 — corpus FTRL privado/W4 — Ciencias Sociales/run_33033136922__455e0f2__2026-08-26/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P3CI129,W1,ciencias_naturales,1988,3,CIENCIAS NATURALES,required_ftrl_processing,,,full,direct_canonical,H1988P3CI129,1,179,178,0,validated,32807213503,d07d0908e4e20ace2e01ba0e254073a3a163b6ce,1,1,0,0,archival_complete,private_consolidation_2026-08-24,LTMD-U1 — corpus FTRL privado/W1 — Ciencias Naturales/run_32807213503__d07d090__2026-08-24/02_CONSOLIDATED_PRIVATE/LTMD_W1_Ciencias_Naturales_corpus_textual_canonico_v1.zip,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P3ES116,W3,espanol_lengua,1988,3,ESPAÑOL EJERCICIOS,required_ftrl_processing,,,full,direct_canonical,H1988P3ES116,1,211,210,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P3ES117,W3,espanol_lengua,1988,3,ESPAÑOL LECTURA,required_ftrl_processing,,,full,direct_canonical,H1988P3ES117,1,115,114,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P3MA118,W2,matematicas,1988,3,MATEMÁTICAS,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P4CI119,W1,ciencias_naturales,1988,4,CIENCIAS NATURALES,required_ftrl_processing,,,full,direct_canonical,H1988P4CI119,1,215,214,0,validated,32807213503,d07d0908e4e20ace2e01ba0e254073a3a163b6ce,1,1,0,0,archival_complete,private_consolidation_2026-08-24,LTMD-U1 — corpus FTRL privado/W1 — Ciencias Naturales/run_32807213503__d07d090__2026-08-24/02_CONSOLIDATED_PRIVATE/LTMD_W1_Ciencias_Naturales_corpus_textual_canonico_v1.zip,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P4CI120,W4,ciencias_sociales,1988,4,CIENCIAS SOCIALES,required_ftrl_processing,,,full,direct_canonical,H1988P4CI120,1,147,146,0,validated,33033136922,455e0f21434162c4b77a0b5d52269b65512c486d,1,1,0,0,archival_complete,private_consolidation_2026-08-27,LTMD-U1 — corpus FTRL privado/W4 — Ciencias Sociales/run_33033136922__455e0f2__2026-08-26/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P4ES121,W3,espanol_lengua,1988,4,"ESPAÑOL, EJERCICIOS Y LECTURAS",required_ftrl_processing,,,full,direct_canonical,H1988P4ES121,1,321,320,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P4MA122,W2,matematicas,1988,4,MATEMÁTICAS,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P5CI123,W1,ciencias_naturales,1988,5,CIENCIAS NATURALES,required_ftrl_processing,,,full,versioned_sha256_anchor_canonical,H1988P5CI123,1,163,162,0,validated,32807213503,d07d0908e4e20ace2e01ba0e254073a3a163b6ce,1,1,0,0,archival_complete,private_consolidation_2026-08-24,LTMD-U1 — corpus FTRL privado/W1 — Ciencias Naturales/run_32807213503__d07d090__2026-08-24/02_CONSOLIDATED_PRIVATE/LTMD_W1_Ciencias_Naturales_corpus_textual_canonico_v1.zip,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P5CI124,W4,ciencias_sociales,1988,5,CIENCIAS SOCIALES,required_ftrl_processing,,,full,direct_canonical,H1988P5CI124,1,147,146,0,validated,33033136922,455e0f21434162c4b77a0b5d52269b65512c486d,1,1,0,0,archival_complete,private_consolidation_2026-08-27,LTMD-U1 — corpus FTRL privado/W4 — Ciencias Sociales/run_33033136922__455e0f2__2026-08-26/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P5ES125,W3,espanol_lengua,1988,5,ESPAÑOL EJERCICIOS,required_ftrl_processing,,,full,direct_canonical,H1988P5ES125,1,195,194,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P5ES126,W3,espanol_lengua,1988,5,ESPAÑOL LECTURA,required_ftrl_processing,,,full,direct_canonical,H1988P5ES126,1,131,130,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P5MA127,W2,matematicas,1988,5,MATEMÁTICAS,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P6CI128,W1,ciencias_naturales,1988,6,CIENCIAS NATURALES,required_ftrl_processing,,,full,direct_canonical,H1988P6CI128,1,243,242,0,validated,32807213503,d07d0908e4e20ace2e01ba0e254073a3a163b6ce,1,1,0,0,archival_complete,private_consolidation_2026-08-24,LTMD-U1 — corpus FTRL privado/W1 — Ciencias Naturales/run_32807213503__d07d090__2026-08-24/02_CONSOLIDATED_PRIVATE/LTMD_W1_Ciencias_Naturales_corpus_textual_canonico_v1.zip,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P6CI130,W4,ciencias_sociales,1988,6,CIENCIAS SOCIALES,required_ftrl_processing,,,full,direct_canonical,H1988P6CI130,1,211,210,0,validated,33033136922,455e0f21434162c4b77a0b5d52269b65512c486d,1,1,0,0,archival_complete,private_consolidation_2026-08-27,LTMD-U1 — corpus FTRL privado/W4 — Ciencias Sociales/run_33033136922__455e0f2__2026-08-26/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P6ES131,W3,espanol_lengua,1988,6,ESPAÑOL EJERCICIOS,required_ftrl_processing,,,full,direct_canonical,H1988P6ES131,1,239,238,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P6ES132,W3,espanol_lengua,1988,6,ESPAN?OL LECTURAS,required_ftrl_processing,,,full,direct_canonical,H1988P6ES132,1,115,114,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1988P6MA134,W2,matematicas,1988,6,MATEMÁTICAS,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1ES135,W3,espanol_lengua,1993,1,Español actividades,required_ftrl_processing,,,full,direct_canonical,H1993P1ES135,1,227,226,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1ES136,W3,espanol_lengua,1993,1,Español recortable,required_ftrl_processing,,,full,direct_canonical,H1993P1ES136,1,147,146,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1ES137,W3,espanol_lengua,1993,1,Español recortable,required_ftrl_processing,,,full,direct_canonical,H1993P1ES137,1,83,82,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1ES138,W3,espanol_lengua,1993,1,Español Lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P1ES138,1,67,66,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1ES139,W3,espanol_lengua,1993,1,Español lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P1ES139,1,260,259,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1LI140,W11,otros_no_clasificados,1993,1,Libro Integrado,required_ftrl_processing,,,full,direct_canonical,H1993P1LI140,1,179,178,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1LI141,W11,otros_no_clasificados,1993,1,Libro Integrado recortable,required_ftrl_processing,,,full,direct_canonical,H1993P1LI141,1,51,50,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1MA142,W2,matematicas,1993,1,Matemáticas Recortable,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P1MA143,W2,matematicas,1993,1,Matemáticas,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2ES144,W3,espanol_lengua,1993,2,Español Actividades,required_ftrl_processing,,,full,direct_canonical,H1993P2ES144,1,203,202,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2ES145,W3,espanol_lengua,1993,2,Español Recortable,required_ftrl_processing,,,full,direct_canonical,H1993P2ES145,1,123,122,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2ES146,W3,espanol_lengua,1993,2,Español,required_ftrl_processing,,,full,direct_canonical,H1993P2ES146,1,227,226,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2ES147,W3,espanol_lengua,1993,2,Español Lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P2ES147,1,259,258,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2ES148,W3,espanol_lengua,1993,2,Español Lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P2ES148,1,147,146,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2LI149,W11,otros_no_clasificados,1993,2,Libro Integrado,required_ftrl_processing,,,full,direct_canonical,H1993P2LI149,1,179,178,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2LI150,W11,otros_no_clasificados,1993,2,Libro Integrado Recortable,required_ftrl_processing,,,full,direct_canonical,H1993P2LI150,1,51,50,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2MA151,W2,matematicas,1993,2,Matemáticas,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P2MA152,W2,matematicas,1993,2,Matemáticas recortable,required_ftrl_processing,,,full,pending_topology,,0,,,,pending,,,0,0,0,0,not_started,,,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3CI153,W1,ciencias_naturales,1993,3,Ciencias Naturales,required_ftrl_processing,,,full,direct_canonical,H1993P3CI153,1,179,178,0,validated,32807213503,d07d0908e4e20ace2e01ba0e254073a3a163b6ce,1,1,0,0,archival_complete,private_consolidation_2026-08-24,LTMD-U1 — corpus FTRL privado/W1 — Ciencias Naturales/run_32807213503__d07d090__2026-08-24/02_CONSOLIDATED_PRIVATE/LTMD_W1_Ciencias_Naturales_corpus_textual_canonico_v1.zip,Technical/archival state only; no semantic or historical claim is implied.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3ES154,W3,espanol_lengua,1993,3,Español Actividades,required_ftrl_processing,,,full,direct_canonical,H1993P3ES154,1,211,210,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3ES155,W3,espanol_lengua,1993,3,Español Lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P3ES155,1,115,114,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3ES156,W3,espanol_lengua,1993,3,Español Lecturas,required_ftrl_processing,,,full,direct_canonical,H1993P3ES156,1,227,226,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3ES400,W3,espanol_lengua,1993,3,Español,required_ftrl_processing,,,full,direct_canonical,H1993P3ES400,1,179,178,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3HI157,W10,integrados_multiarea,1993,3,Aguascalientes. Historia y Geografía,required_ftrl_processing,,,full,direct_canonical,H1993P3HI157,1,163,162,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3HI158,W10,integrados_multiarea,1993,3,Baja California. Historia y Geografía,required_ftrl_processing,,,full,direct_canonical,H1993P3HI158,1,163,162,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3HI159,W10,integrados_multiarea,1993,3,Baja California Sur. Historia y Geografía,required_ftrl_processing,,,full,direct_canonical,H1993P3HI159,1,161,160,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3HI160,W10,integrados_multiarea,1993,3,Campeche. Historia y Geografía,required_ftrl_processing,,,full,direct_canonical,H1993P3HI160,1,163,162,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1993P3HI161,W10,integrados_multiarea,1993,3,Chiapas. Historia y Geografía,required_ftrl_processing,,,full,direct_canonical,H1993P3HI161,1,163,162,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
