fragment_id,page_id,book_id,catalog_generation,grade,viewer_page,fragment_sequence,candidate_type,token_count,char_count,question_mark_count,imperative_signal_count,material_signal,project_signal,experiment_signal,assessment_signal,activity_signal,text_sha256,segmenter_version,source_structure_class,classification_certainty,uncertain_boundary
U1-H1966P6CI374-VP036-F007,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,7,short_residual_candidate,1,2,0,0,0,0,0,0,0,267c23695b6e8fc29bd88b9f5d1962d3d208fa9c2fafd974614e6ab3b84fa55c,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F008,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,8,expository_candidate,20,112,0,0,0,0,0,0,0,2638c086d557e4cfb08b9beddced6c9a1a46a0388232b10e12f1e0cbf217cd9c,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F009,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,9,short_residual_candidate,1,2,0,0,0,0,0,0,0,23f663630e2f28250c09d7a0c370f55eebf635772f9ce27e46797ab8ef297f4b,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F010,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,10,expository_candidate,16,92,0,0,0,0,0,0,0,7d633574e54df791115e467c9986a4912c3b43620d6618a8626e37a42c7619f9,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F011,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,11,short_residual_candidate,1,2,0,0,0,0,0,0,0,540dd397b2d380dcc3f59796c4facc43379929f1a3b5e6cc9a218274391b635b,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F012,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,12,expository_candidate,25,133,0,0,0,0,0,0,0,5360e566a418bb155336144ef2f63ae4294ca3805ab8e918f6b718714e94b5f2,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F013,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,13,short_residual_candidate,1,4,0,0,0,0,0,0,0,26f3f23c1af1dee09c7d578da61264e2081b2c65a16fb5476dd2b7b813f543ac,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F014,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,14,short_residual_candidate,12,82,0,0,0,0,0,0,0,dd20b6a2e32a8d443656124f0c99bbf5da3aff5e97cc53876095ab8aaa8cce33,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F015,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,15,question_candidate,12,72,1,0,0,0,0,0,0,9a8a8ceea6eecc9b2c2cf4ce2f070a8bd2250379bcc879cb76c1e48f9cd56475,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F016,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,16,instruction_candidate,21,156,0,1,0,0,0,0,0,245809e8e33839e6d95b707c2dad2832d46d7d0acff3a6f8c5d432695ddf18ab,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F017,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,17,instruction_candidate,8,50,0,1,0,0,0,0,0,9a4132de808173f686368297b990555c0e183c01dd62092fea19dde130cbe763,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F018,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,18,short_residual_candidate,1,9,0,0,0,0,0,0,0,27ea11a47677d14b3af93f25dbb47a783c160cecdb690bc87d6c134b4ffc1b3c,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F019,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,19,short_residual_candidate,1,9,0,0,0,0,0,0,0,9ed215fc1dfb0b7b3b87dc5cbf234c8940b7492ffac4d0236bffcbf1be2fb1f6,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F020,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,20,expository_candidate,13,71,0,0,1,0,0,0,0,bc9861c273266b443689d1070425124a63088afc62ad91c2b7cb1bc33561c965,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP036-F021,U1-H1966P6CI374-VP036,U1-H1966P6CI374,1966,6,36,21,short_residual_candidate,2,4,0,0,0,0,0,0,0,3e38f57c123e8414c401d8aeb63dfc0b5a17f78dd2c7e2519447ca4544cf5812,FRAGSEG_LTMD_U1_W1_1966_0.1,mixed_text_image,medium,0
U1-H1966P6CI374-VP037-F001,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,1,short_residual_candidate,1,9,0,0,0,0,0,0,0,2008f00c6e35c427e2e0d6c2bcb8100321930f90eb4ed2852a683b6c05a9e95f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F002,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,2,short_residual_candidate,1,7,0,0,0,0,0,0,0,608b2b600ce5f18be58234500de0e958dc1e4b745de2c6e078e1cac1fd2350f8,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F003,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,3,short_residual_candidate,2,20,0,0,0,0,0,0,0,0db00e4b2304e9fef549be6efd115924b4bfbe2a6ccf3de6ee905bfabe5bfb55,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F004,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,4,short_residual_candidate,1,2,0,0,0,0,0,0,0,e53657178cb6855ac4b2029197a64b0ce6af712b69433254ae18be74d224f991,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F005,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,5,instruction_candidate,24,142,0,1,0,0,0,0,0,d8c8df4071e17b64e12054c97ae2de3ce23fe878a1eb4aaa25129c0951a4c673,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F006,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,6,short_residual_candidate,1,2,0,0,0,0,0,0,0,be651d5a8e97690fbb1fafd9b89ea7bb5458b27b1d24a449c67ca762317ac1df,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F007,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,7,instruction_candidate,16,100,0,1,0,0,0,0,0,efc34767cb2073d528ac819c660f15a01db041ceb634251d0e4e21b4921a3ca2,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F008,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,8,short_residual_candidate,1,3,0,0,0,0,0,0,0,fed530bb93d7a4bf0d7160a7c02f0816cda02b7fd11c6e121d4d225e2ccfb144,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F009,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,9,expository_candidate,18,97,0,0,0,0,0,0,0,6a53aae7d8652124ff313067db70cbde64dc4e2615193549c785fb6b7a99e6fc,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F010,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,10,short_residual_candidate,2,13,0,0,0,0,0,0,0,1b16fff340c493275a09ce8192b02b8bdce40e37fc398e209c6dbf0eaef2d0a9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F011,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,11,short_residual_candidate,3,20,0,0,0,0,0,0,0,0ff53a2f19bb4dffe7af5912cf7065859120965c8824207fa26c40448432c606,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F012,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,12,short_residual_candidate,3,19,0,0,0,0,0,0,0,ed84b307cb208cbd84564842e890525f993c67d029a33730adc0636c6e673b26,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F013,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,13,short_residual_candidate,10,51,0,0,0,0,0,0,0,50f07575f146f9ecee316165a434b19ad58d0196b3677d4500999476a8e7b5e1,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F014,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,14,short_residual_candidate,4,23,0,0,0,0,0,0,0,e31d54d507a0246acf81f83c952cb9900c0d4b587a901d6f6947486cefdb5730,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F015,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,15,short_residual_candidate,1,3,0,0,0,0,0,0,0,2976d0d993f9bdb6f52ffd5656f229446e9bddeec49e7a220dca77579f30c4b7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F016,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,16,expository_candidate,20,119,0,0,0,0,0,0,0,a94f08496597116a4aed5e349f2bcec0b8e73695c62c06d1862803f183c0df66,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F017,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,17,short_residual_candidate,6,35,0,0,0,0,0,0,0,5503afe1c4bb2170b589a895c444f8a31f6648e6e2f6bbbdd8ac291595c6d900,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F018,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,18,short_residual_candidate,1,4,0,0,0,0,0,0,0,3ee785f2422f72dc604ec95177257b452da62d2c583dcbb3c33ed35111e2288c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F019,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,19,short_residual_candidate,10,47,0,0,0,0,0,0,0,73a25f841969ae23da88a8ae968be416edc9cd4702d4567581b99af4db68a07a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F020,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,20,short_residual_candidate,2,10,0,0,0,0,0,0,0,8e5d14ab24d40094322f5fa9e14331394ad2fba6d2002ed96e7bfe482cb7e320,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F021,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,21,short_residual_candidate,2,13,0,0,0,0,0,0,0,2aabcc807b4e7c4e777232e5c263612083cecddd740740ef7e6ddfce2edbb2ff,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F022,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,22,short_residual_candidate,2,12,0,0,0,0,0,0,0,6ef594a3c2c283a2999e323a75859a4f3ea83bcfe4a002d8817a98bcb98f7cab,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F024,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,24,instruction_candidate,16,106,0,1,0,0,0,0,0,939427d4c048d77d7986ee8dd47ad832b77458c4df0f854670abdf9b9a85f848,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F025,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,25,short_residual_candidate,3,15,0,0,0,0,0,0,0,2586192c576db2e3e6e16d8ac70f553b8d2a504d8d4ca60261c91c4da742ecbc,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F026,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,26,short_residual_candidate,1,3,0,0,0,0,0,0,0,0c52568b2a2e2e0098d1b96251c1752bc0b35d4351f3bb09b5f8305c3650396d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F027,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,27,short_residual_candidate,2,13,0,0,0,0,0,0,0,21b1cf74437e5f2adc3bf5d7b733d58413d4da0c806703320d548b052cd8a2b2,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP037-F028,U1-H1966P6CI374-VP037,U1-H1966P6CI374,1966,6,37,28,short_residual_candidate,1,2,0,0,0,0,0,0,0,7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F001,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,1,short_residual_candidate,1,3,0,0,0,0,0,0,0,2976d0d993f9bdb6f52ffd5656f229446e9bddeec49e7a220dca77579f30c4b7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F002,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,2,short_residual_candidate,2,14,0,0,0,0,0,0,0,abcddf9959b8c9569b5e5b177f042f067500f9847652f4a644d6730ffe80d7fc,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F003,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,3,short_residual_candidate,1,4,0,0,0,0,0,0,0,92ca27a2c8357e74f3e7918a62e71a979e92b571a579c64a38b54ff95348f659,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F004,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,4,short_residual_candidate,2,10,0,0,0,0,0,0,0,857f880bee1e8ab7676a4ccaa58a6a91582edf629a1d50f45cbfe4e5ef801c65,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F005,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,5,short_residual_candidate,1,3,0,0,0,0,0,0,0,42872fef4f607f603b5ebc4ea41fc1c89b2231d4a53d558e442d0677cf715064,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F006,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,6,instruction_candidate,11,79,0,4,0,0,0,0,0,5073aafa11e99201a705ad36626263b95b492ed5fc96807ea25e2f6c268315a0,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F007,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,7,short_residual_candidate,3,14,0,0,0,0,0,0,0,ce12b9f1ca86c8e58508bf629f0312b4c0605b75f58b25c8371f0766f4bdfa33,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F008,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,8,short_residual_candidate,3,19,0,0,0,0,0,0,0,f91b3bacd09d21e81823c012e265c9942b93419e9652f636262b53811dbd06f7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F009,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,9,short_residual_candidate,1,3,0,0,0,0,0,0,0,0c52568b2a2e2e0098d1b96251c1752bc0b35d4351f3bb09b5f8305c3650396d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F010,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,10,short_residual_candidate,3,21,0,0,0,0,0,0,0,88d5e472d5dece69ecbce66e623e248fb4ac1b8a14b3ef59906530f07c42585c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F011,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,11,short_residual_candidate,1,3,0,0,0,0,0,0,0,2976d0d993f9bdb6f52ffd5656f229446e9bddeec49e7a220dca77579f30c4b7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F012,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,12,short_residual_candidate,2,14,0,0,0,0,0,0,0,6b80f76aea36754142e198898db00e6aa38bb7cc3654f927a8a58d41caadea17,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F013,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,13,short_residual_candidate,1,2,0,0,0,0,0,0,0,f9e487799dfc7882b1a0db047999249489d02726b2c82055cb68a6bb0311f118,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F014,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,14,instruction_candidate,20,113,0,1,0,0,0,0,0,4930e13146ed74ec130bfb3b50e21039a3d07b735897a385a31b95a290cd1170,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F015,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,15,question_candidate,4,22,1,0,0,0,0,0,0,5d931d160955ce00494f7ad42c3a5dd6d7dc5874d1de00e65a1d91494e96222a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F016,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,16,short_residual_candidate,5,31,0,0,0,0,0,0,0,c24d065e0fa974a9764b617c6e54441192c213d7870b26af2028b016f4d0d2bb,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F017,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,17,short_residual_candidate,2,13,0,0,0,0,0,0,0,c2bec053b6affc97072a93cf6a8efa800651a9a0887bcbec2b899658d4beeccf,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F018,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,18,short_residual_candidate,5,32,0,0,0,0,0,0,0,dbf56dedaddb0f8e3b59e31192261600e192ead7b09e74652dc1d327d299aa14,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F019,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,19,short_residual_candidate,11,61,0,0,0,0,0,0,0,17226824bcbb75d681aeedabcca507aaf9f02f28a166ccdb0ac27b2799e0c392,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F020,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,20,short_residual_candidate,2,12,0,0,0,0,0,0,0,f933876bcdea7298506fabede0f99be5cef83e8355e72b888239ea72e3b069fe,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F021,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,21,expository_candidate,15,88,0,0,0,0,0,0,0,eaa5b299f3c52be9ea2ffcc3566ed16ad41f69f8d7c42aee79b8f5be53f1b48c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F022,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,22,short_residual_candidate,1,2,0,0,0,0,0,0,0,11d718e08c20b662058feeae17d077c8b5b40c41940c3e197d7916b5744a470b,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F023,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,23,instruction_candidate,4,21,0,1,0,0,0,0,0,554ff3292426424f222522d600d6e6d82ff047d0d27b932f60182a4981ddde02,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F024,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,24,short_residual_candidate,7,34,0,0,0,0,0,0,0,1bec456bd1e5e9ddfd858f64a4a783bf27bc5760ff32667c353974ee52bc4277,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F025,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,25,short_residual_candidate,7,36,0,0,0,0,0,0,0,9b38b3a55860beb0d3ab9fd7f07d8b23dbfffcb4ccbc7441f1c0824c5bb7f476,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F026,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,26,short_residual_candidate,1,18,0,0,0,0,0,0,0,6fb4be5c3598197490e71f1fac4490768659b3dd3f8dc349f73b47f3cd120962,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F027,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,27,short_residual_candidate,1,3,0,0,0,0,0,0,0,2976d0d993f9bdb6f52ffd5656f229446e9bddeec49e7a220dca77579f30c4b7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F028,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,28,short_residual_candidate,11,56,0,0,0,0,0,0,0,338401e629d63430f0c3d25ba15d3db138d32075ab1b5e9b01faddb5a202fda3,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F029,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,29,short_residual_candidate,1,4,0,0,0,0,0,0,0,92ca27a2c8357e74f3e7918a62e71a979e92b571a579c64a38b54ff95348f659,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F030,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,30,short_residual_candidate,9,33,0,0,0,0,0,0,0,b22a828900ddf3b893799c8a7acfab8fcd95861d29e346eedd534864e40cb2a4,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F031,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,31,short_residual_candidate,6,27,0,0,0,0,0,0,0,3ef5aff69af67a87f102bc9609973db734b209d94a648b0a3a533925e0ea009c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP038-F032,U1-H1966P6CI374-VP038,U1-H1966P6CI374,1966,6,38,32,short_residual_candidate,1,2,0,0,0,0,0,0,0,aea92132c4cbeb263e6ac2bf6c183b5d81737f179f21efdc5863739672f0f470,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F001,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,1,instruction_candidate,29,155,0,1,0,0,0,0,0,6e2ccf280440ef1e9a00e190e52a0001425f7d6f275ba408a371baf261f40f17,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F002,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,2,short_residual_candidate,7,30,0,0,0,0,0,0,0,febdaa7fe618df39fb2f8230bf3ebc951a2547f518602d17c12688bfa96c1556,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F003,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,3,short_residual_candidate,1,2,0,0,0,0,0,0,0,fd0a559e715a134218c73276dc57d463cc4ff1a7d81f21846d6cfb65f8a23e9c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F004,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,4,instruction_candidate,20,97,0,1,0,0,0,0,0,0179ae42eef18886cb70f84ea864edf5d08dc2bf054c4739de2b5ffadf32a2d9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F005,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,5,expository_candidate,14,77,0,0,0,0,0,0,0,1ee2bfef249da6f78063418a6f44401b9ad43b05a8c71df920f516c97e2a6a1f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F006,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,6,question_candidate,19,100,0,1,0,0,0,0,0,8f330efa58262fd75c85a936e64d21036e3e1cf0051ce483bf58ab21ec7bd94e,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F007,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,7,short_residual_candidate,1,2,0,0,0,0,0,0,0,9b4f1699d6be02ed629f2b3fd0e6645a495750eeb47240c5aede3ed9e4c2f7bb,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F008,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,8,instruction_candidate,35,185,0,2,0,0,0,0,0,ec54830004e473c79097e8587bdca35e226d589ef50271c1fd28421337ddfdb9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F009,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,9,short_residual_candidate,1,2,0,0,0,0,0,0,0,ac2fa25a0d5a4a7c4af0ba1f23a5d3b9faf2556f1602638191b3470be3b7c827,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F010,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,10,instruction_candidate,11,61,0,1,0,0,0,0,0,3ec5094ab2657ac04e76e1c5a3ea9f207dc3d5ab9e925c205b951fd683425017,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F011,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,11,short_residual_candidate,1,2,0,0,0,0,0,0,0,c977dbe785221d34114d345fdf8ff4e18bb4af66750751dbea29407f9738735f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP039-F012,U1-H1966P6CI374-VP039,U1-H1966P6CI374,1966,6,39,12,expository_candidate,14,81,0,0,0,0,0,0,0,519280d009f8d8951d2c1d7ff98321cbf3e7e65138d30a480a38469d8cf138eb,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
